name,city,state,country,latitude,longitude,tees,holes,par,rating,slope,access_type,website
Streamsong Resort - Blue Course,Bowling Green,Florida,USA,27.6897,-81.9397,"[{""name"":""Championship"",""rating"":76.1,""par"":72,""slope"":145},{""name"":""Blue"",""rating"":73.7,""par"":72,""slope"":139},{""name"":""White"",""rating"":71,""par"":72,""slope"":132}]",18,72,74.1,131,Public,
Streamsong Resort - Red and Blue Courses,Fort Green,Florida,USA,27.6800785,-81.9381554,[],18,72,,,Public,https://www.streamsongresort.com/
Streamsong Resort (Red),Bowling Green,Florida,USA,27.7053,-81.8569,"[{""name"":""Black"",""rating"":74.9,""par"":70,""slope"":141},{""name"":""Blue"",""rating"":72.4,""par"":70,""slope"":136},{""name"":""White"",""rating"":69.8,""par"":70,""slope"":130}]",18,72,74.5,138,Public,
Streamsong Resort The Chain,Bowling Green,Florida,USA,27.6928094,-81.9344824,[],18,,,,Public,https://www.streamsongresort.com/calendar-of-events/
Streamsong Resort The Gauntlet Putting Course,Bowling Green,Florida,USA,27.6928094,-81.9344824,[],9,21,,,Public,http://www.streamsongresort.com
Streamwood Oaks Golf Club,Streamwood,Illinois,USA,42.0246425,-88.1893991,[],9,36,,,Public,https://www.streamwoodoaksgolf.com/
Stripe Show Golf Club,Mesa,Arizona,USA,33.38896865,-111.8526043,[],9,29,,,Public,http://www.freedomgolfcourse.com
Stroud Municipal Golf Course,Stroud,Oklahoma,USA,35.77783613,-96.65713549,[],9,35,,,Public,http://www.cityofstroud.com
Stryker Golf Course,Fort Bragg,North Carolina,USA,35.12756736,-78.96414815,[],18,72,,,Public,http://bragg.armymwr.com
Studebaker Park,South Bend,Indiana,USA,41.6527919,-86.2410981,[],18,72,,,Public,http://www.golfstudebaker.com/
Studio59 Golf - Libertyville Golf Course,Libertyville,Illinois,USA,42.2694436,-87.9396321,[],18,72,,,Public,http://www.libertyvillefootgolf.com/
Stumpy Lake Golf Course,Virginia Beach,Virginia,USA,36.77275185,-76.16019845,[],18,72,,,Public,http://www.stumpylakegolf.com
Stuttgart Country Club,Stuttgart,Arkansas,USA,34.47951821,-91.52674242,[],18,72,,,Private,http://www.stuttgartcountryclub.com
Suburban Golf Club,Union,New Jersey,USA,40.69176015,-74.25847261,[],18,71,,,Private,http://www.suburbangolfclub.com
Sudden Valley Golf Country Club,Bellingham,Washington,USA,48.71281169,-122.3257792,[],18,72,,,Semi-Private,http://www.suddenvalleygolfcourse.com
Suffield Country Club,Suffield,Connecticut,USA,41.9900627,-72.6500091,[],9,36,,,Private,http://suffieldcc.com/
Suffield Springs Golf Club,Mogadore,Ohio,USA,41.0452863,-81.3344364,[],9,34,,,Public,http://www.suffieldsprings.com
Suffolk Golf Course,Suffolk,Virginia,USA,36.72870369,-76.61358833,[],18,72,,,Public,http://suffolkgolfcourse.net
Sugar Creek Country Club,Sugar Land,Texas,USA,29.6151783,-95.5984476,[],18,72,,,Private,https://www.thesugarcreek.com/
Sugar Creek Country Club,Piggott,Arkansas,USA,36.39239958,-90.19774617,[],9,36,,,Semi-Private,http://sugarcreekcountryclubar.com
Sugar Creek Golf Course,Waukee,Iowa,USA,41.5950149,-93.8829463,[],9,34,,,Public,https://www.waukee.org/199/Sugar-Creek-Golf-Course
Sugar Creek Golf Course,Villa Park,Illinois,USA,41.8724627,-87.9652494,[],9,32,,,Public,http://www.sugarcreekgolfcourse.org/
Sugar Creek Golf Tennis Club,Atlanta,Georgia,USA,33.6858398,-84.300788,[],18,71,,,Public,https://www.sugarcreekgt.com/
Sugar Hill Golf Club,Sugar Hill,Georgia,USA,34.1269394,-84.0757292,[],18,72,,,Public,http://www.sugarhillgolfclub.com/
Sugar Hill Golf Course,Westfield,New York,USA,42.37474746,-79.51841507,[],9,35,,,Public,http://sugarhillgolfcourse.webs.com
Sugar Hills Golf Club,Goodland,Kansas,USA,39.3443172,-101.7822522,[],18,71,,,Semi-Private,http://sugarhillsgolfclub.com/
Sugar Mountain Golf Club,Banner Elk,North Carolina,USA,36.13148275,-81.85642869,[],18,64,,,Public,http://www.seesugar.com
Sugar Oaks Golf Country Club,New Iberia,Louisiana,USA,30.0391729,-91.7717508,"[{""name"":""Blue (M)"",""rating"":null,""par"":72,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":72,""slope"":null},{""name"":""Red (F)"",""rating"":null,""par"":72,""slope"":null}]",18,72,,,Semi-Private,https://sugaroaksgolfcourse.com/
Sugar Ridge Golf Club,Lawrenceburg,Ohio,USA,39.38181587,-84.02592878,[],18,71,,,Public,https://www.sugarridgegc.com/index.htm
Sugar River Greens,West Lafayette,Ohio,USA,40.2766532,-81.6974945,[],18,72,,,Public,http://www.rivergreens.com/
Sugar River Greens,Rockton,Illinois,USA,42.47843352,-89.18197326,[],18,,,,Public,http://sugarrivercrossing.com
Sugar Springs Golf Club,Edenville Township,Michigan,USA,43.73819798,-84.44520901,[],18,72,,,Public,https://www.sugarsprings.net/Golf/golfcoursehome.html
Sugar Valley Lakes Homes Association,Mound City,Kansas,USA,38.12512855,-94.80979818,[],9,37,,,Private,http://sugarvalleyhiddenvalleylakes.com
Sugarbrooke Golf Course,Cohasset,Iowa,USA,42.47131733,-93.66205102,[],18,71,,,Public,http://www.sugarlakelodge.com
Sugarbush Golf Club,Davison,Michigan,USA,43.0427289,-83.4638833,[],18,72,,,Public,http://sugarbushgolfclub.com/
Sugarbush Golf Club,Garrettsville,Ohio,USA,41.2883,-81.1217,"[{""name"":""Black"",""rating"":72.3,""par"":72,""slope"":132},{""name"":""Blue"",""rating"":70.4,""par"":72,""slope"":127},{""name"":""White"",""rating"":68.6,""par"":72,""slope"":121}]",18,72,72.8,133,Public,
Sugarbush Resort Golf Club,Warren,Vermont,USA,44.1306,-72.8839,"[{""name"":""Black"",""rating"":73.2,""par"":72,""slope"":139},{""name"":""Blue"",""rating"":70.9,""par"":72,""slope"":133},{""name"":""White"",""rating"":68.6,""par"":72,""slope"":125}]",18,70,70.6,133,Public,
Sugarland Country Club,Raceland,Louisiana,USA,29.6875846,-90.5794301,"[{""name"":""Blue (M)"",""rating"":72.4,""par"":72,""slope"":124},{""name"":""White (M)"",""rating"":69.7,""par"":72,""slope"":120},{""name"":""Red (F)"",""rating"":69.8,""par"":72,""slope"":117}]",18,72,,,Semi-Private,
Sugarloaf Golf Club,Sugarloaf,Pennsylvania,USA,40.980675,-76.178598,[],18,63,,,Semi-Private,http://www.sugarloafgolfclub.com/
Sugarloaf Golf Club,Carrabassett Valley,Maine,USA,45.0345,-70.3168,"[{""name"":""Gold"",""rating"":76,""par"":72,""slope"":146},{""name"":""Black"",""rating"":73.6,""par"":72,""slope"":140},{""name"":""Blue"",""rating"":71.4,""par"":72,""slope"":136}]",18,72,75.2,146,Public,
Sugarloaf Golf Club Resort,Carrabassett Valley,Maine,USA,45.0641483,-70.3354422,"[{""name"":""Black (M)"",""rating"":75.2,""par"":72,""slope"":150},{""name"":""Blue (M)"",""rating"":72.8,""par"":72,""slope"":146},{""name"":""Combo (M)"",""rating"":71.8,""par"":72,""slope"":144},{""name"":""White (M)"",""rating"":71.4,""par"":72,""slope"":141},{""name"":""Green (F)"",""rating"":72.6,""par"":72,""slope"":135}]",18,72,,,Public,https://www.sugarloaf.com/sugarloaf-golf-club
Sugarmill Woods Country Club Cypress Course,Homosassa,Florida,USA,28.7401426,-82.536319,[],9,36,,,Private,http://www.sugarmillwoodscc.com/
Sugarmill Woods Country Club Oak Course,Homosassa,Florida,USA,28.7401426,-82.536319,[],9,36,,,Private,http://www.sugarmillwoodscc.com/
Sugarmill Woods Country Club Pine Course,Homosassa,Florida,USA,28.7401426,-82.536319,[],9,36,,,Private,http://www.sugarmillwoodscc.com/
Sugarwood Golf Club,Lavalette,West Virginia,USA,38.315,-82.425,"[{""name"":""Blue"",""rating"":70.5,""par"":72,""slope"":124},{""name"":""White"",""rating"":68.8,""par"":72,""slope"":120},{""name"":""Red"",""rating"":66.9,""par"":72,""slope"":114}]",18,72,71.1,122,Public,
Sullivan County Golf Country Club,Liberty,New York,USA,41.80116907,-74.76207734,[],9,34,,,Semi-Private,http://sullivancountygolf.com/
Sullivan Elks Country Club,Sullivan,Indiana,USA,39.1047553,-87.4182602,[],18,70,,,Semi-Private,
Sullivans Par 3,Murray,Kentucky,USA,36.639862,-88.3245849,[],9,54,,,Public,http://www.sullivansgolf.com/
Sulphur Hills Golf Course,Sulphur,Oklahoma,USA,34.51633002,-96.97486997,[],9,36,,,Public,https://www.golfnow.com/.../1035387-sulphur-hills-golf-course-details
Sultan's Run Golf Club,Jasper,Indiana,USA,38.4067,-86.8972,"[{""name"":""Black"",""rating"":73.6,""par"":72,""slope"":142},{""name"":""Blue"",""rating"":71.5,""par"":72,""slope"":135},{""name"":""White"",""rating"":69.3,""par"":72,""slope"":129}]",18,72,73.5,143,Public,
Summer Breeze Par Three Golf Course,Sheridan Township,Michigan,USA,43.4478692,-85.9430287,[],9,27,,,Public,http://www.thecommonsoffremont.com/
Summerfield Crossings Golf Club,Riverview,Florida,USA,27.795908,-82.3174588,[],18,71,,,Public,http://www.summerfieldgc.com/
Summerfield Golf Course,Tigard,Oregon,USA,45.4067582,-122.7804428,[],9,33,,,Public,https://summerfield55.org/
Summerglen Golf Club,Ocala,Florida,USA,28.99061,-82.150833,[],18,72,,,Public,https://www.summerglengc.com/
Summergrove Golf Club,Newnan,Georgia,USA,33.3736067,-84.7312649,[],18,72,,,Semi-Private,http://summergrovegolf.com/
Summerheights Golf Links South Course,Cornwall,New York,USA,45.004944,-74.738131,[],18,72,,,Public,http://SummerheightsGolf.com
Summerheights Golf Links West Course,Cornwall,New York,USA,45.005089,-74.741773,[],18,72,,,Public,http://SummerheightsGolf.com
Summertree Golf Club,Crown Point,Indiana,USA,41.4278347,-87.3063132,[],18,72,,,Public,
Summertree Golf Course,New Port Richey,Florida,USA,28.3291953,-82.6259813,[],9,35,,,Public,http://www.golfsummertree.com/
Summerville Country Club,Summerville,South Carolina,USA,32.99642662,-80.20118237,[],18,71,,,Semi-Private,https://summervillecountryclub.com/
Summit At Cordillera Summit Course,Edwards,Colorado,USA,39.61864,-106.690591,[],18,72,,,Private,http://www.cordillera-vail.com/
Summit Chase Country Club,Snellville,Georgia,USA,33.821861,-84.0248367,[],18,72,,,Private,https://www.countryclubgwinnett.com/
Summit Country Club,Cresson,Pennsylvania,USA,40.47124798,-78.57295405,[],18,72,,,Semi-Private,http://www.thesummitcountryclub.com
Summit Golf Course,Bellaire,Michigan,USA,44.9532848,-85.179911,[],18,71,,,Public,
Summit Golf Inc,Pensacola,Florida,USA,30.4546442,-87.1799481,[],18,72,,,Public,http://www.summitgolfbrands.com
Summit Hills Country Club,Crestview Hills,Kentucky,USA,39.0208,-84.5681,"[{""name"":""Blue"",""rating"":71.9,""par"":71,""slope"":130},{""name"":""White"",""rating"":70.2,""par"":71,""slope"":126},{""name"":""Red"",""rating"":68.5,""par"":71,""slope"":121}]",18,70,71.5,130,Private,
Summit Hills Golf Club,Clarks Summit,Pennsylvania,USA,41.47585304,-75.73623868,[],18,72,,,Public,http://summithillscc.com
Summit Municipal Golf Course,Summit,New Jersey,USA,40.7367567,-74.36854569,[],9,27,,,Public,http://www.cityofsummit.org
Summit Nine-Hole Muni,Burlington,Vermont,USA,44.4759,-73.2121,[],18,36,67,115,Public,
Summit Rock,Horseshoe Bay,Texas,USA,30.52576,-98.3827146,[],18,72,,,Public,http://hsbresort.com/
Summit Rock at Horseshoe Bay Resort,Horseshoe Bay,Texas,USA,30.5283,-98.3561,"[{""name"":""Championship"",""rating"":76.1,""par"":72,""slope"":147},{""name"":""Blue"",""rating"":73.8,""par"":72,""slope"":142},{""name"":""White"",""rating"":71.5,""par"":72,""slope"":136}]",18,72,75.5,141,Private,
Summit Springs Golf Course,Poland,Maine,USA,44.0458725,-70.4076433,"[{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":118}]",9,36,,,Public,http://summitspringgolf.com/
Sumo Golf Village,Florence,Colorado,USA,38.3708002,-105.0964969,[],18,72,,,Semi-Private,http://www.sumogolfcourse.com/
Sumpwams Creek At E Donald Conroy Golf Course,Babylon,New York,USA,40.70372653,-73.31700051,[],9,27,,,Public,http://www.babylonvillage.com
Sumter Country Club,York,Alabama,USA,32.51029671,-88.31282853,[],9,36,,,Private,http://facebook.com/p/sumter-country-club-61563115765676
Sun 'n Lake Golf Course,Sebring,Florida,USA,27.5369638,-81.5226522,[],18,72,,,Public,https://www.sunlakegolfclub.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Sun City Country Club,Sun City,Arizona,USA,33.57073846,-112.2896719,[],18,72,,,Semi-Private,http://www.suncitycountryclub.org
Sun City Lakes Golf Club East Course,Sun City,Arizona,USA,33.62156836,-112.2796596,[],18,60,,,Private,http://suncityaz.org/golf-directory/lakes-east-golf-course
Sun City Lakes Golf Club West Course,Sun City,Arizona,USA,33.61304676,-112.288084,[],18,72,,,Private,http://suncityaz.org/golf-directory/lakes-west-golf-course
Sun City Sierra Pines Golf Course,Roseville,California,USA,38.7890121,-121.348923,[],9,36,,,Public,https://www.timbercreekgc.com/
Sun City South Golf Course,Sun City,Arizona,USA,33.58378886,-112.2815716,[],18,72,,,Private,http://suncityaz.org/golf-directory/south-golf-course
Sun Country Golf Resort,Cle Elum,Washington,USA,47.186609,-121.04842,[],18,71,,,Public,http://golfsuncountry.com
Sun Hills Golf Course,Layton,Utah,USA,41.11098144,-111.941328,"[{""name"":""Blue (M)"",""rating"":70.3,""par"":71,""slope"":116},{""name"":""White (M)"",""rating"":67.7,""par"":71,""slope"":111},{""name"":""Red (F)"",""rating"":70.7,""par"":72,""slope"":119}]",18,71,,,Public,http://sunhillsgolf.com
Sun Lakes Country Club,Sun Lakes,Arizona,USA,33.21292467,-111.8854993,[],18,60,,,Private,http://sunlakescountryclub.com
Sun Lakes Country Club,Banning,California,USA,33.917327,-116.939832,[],18,72,,,Semi-Private,http://www.sunlakescc.com/
Sun Lakes Country Club Executive Course,Banning,California,USA,33.917327,-116.939832,[],18,60,,,Semi-Private,http://www.sunlakescc.com/
Sun Mountain At Las Vegas Paiute Golf Resort,Las Vegas,Nevada,USA,36.3644206,-115.3229713,"[{""name"":""Black/Tournament (M)"",""rating"":73.4,""par"":72,""slope"":140},{""name"":""Yellow (M)"",""rating"":71.2,""par"":72,""slope"":128},{""name"":""White (F)"",""rating"":74.6,""par"":72,""slope"":128},{""name"":""White (M)"",""rating"":68.7,""par"":72,""slope"":121},{""name"":""Red (F)"",""rating"":71.3,""par"":72,""slope"":122}]",18,72,,,Public,http://www.lvpaiutegolf.com/
Sun River Golf Club,St George,Utah,USA,37.03604672,-113.6187387,"[{""name"":""Red (M)"",""rating"":72.6,""par"":71,""slope"":126},{""name"":""Black (M)"",""rating"":70.7,""par"":71,""slope"":120},{""name"":""Blue (M)"",""rating"":68.9,""par"":71,""slope"":117},{""name"":""White (F)"",""rating"":72,""par"":71,""slope"":129},{""name"":""White (M)"",""rating"":66.6,""par"":71,""slope"":115},{""name"":""Orange (M)"",""rating"":63.9,""par"":71,""slope"":102},{""name"":""Orange (F)"",""rating"":68.5,""par"":71,""slope"":122},{""name"":""Silver (F)"",""rating"":64.3,""par"":71,""slope"":111},{""name"":""Silver (M)"",""rating"":61.1,""par"":71,""slope"":99}]",18,71,,,Public,http://www.sunrivergolf.com
Sun Valley Golf Course,Elsberry,Missouri,USA,39.1297847,-90.863364,[],18,71,,,Public,https://www.sunvalleygc.com/
Sun Valley Golf Course,Louisville,Kentucky,USA,38.1023133,-85.8850382,[],18,71,,,Public,https://www.metroparksgolf.net/sunvalley/
Sun Valley Golf Course,Sioux City,Iowa,USA,40.8426244,-94.0774008,[],9,33,,,Public,https://sunvalleylake.com/golf_course.php
Sun Valley Golf Course,Sun Valley,Idaho,USA,43.6761,-114.3644,"[{""name"":""Black"",""rating"":70.7,""par"":70,""slope"":126},{""name"":""Blue"",""rating"":69.4,""par"":70,""slope"":123},{""name"":""White"",""rating"":67.5,""par"":70,""slope"":118}]",18,72,72.8,132,Public,
Sun Village Golf Course,Surprise,Arizona,USA,33.64221138,-112.3688671,[],9,54,,,Public,http://www.sunvillage.org
Sun Willows Golf Course,Pasco,Washington,USA,46.25169239,-119.1134906,[],18,72,,,Public,http://www.playsunwillows.com
Sunbird Golf Resort,Chandler,Arizona,USA,33.21490686,-111.8091462,[],18,66,,,Semi-Private,http://www.sunbirdgolf.com
Sunbrook Golf Club,St. George,Utah,USA,37.085,-113.625,"[{""name"":""Black"",""rating"":72.2,""par"":72,""slope"":130},{""name"":""Blue"",""rating"":70.4,""par"":72,""slope"":125},{""name"":""White"",""rating"":68.5,""par"":72,""slope"":120}]",18,72,72.8,129,Public,
Sunbrook Golf Club Black Rock The Point Course,Saint George,Utah,USA,37.11440445,-113.6306047,"[{""name"":""Black (M)"",""rating"":72.2,""par"":72,""slope"":135},{""name"":""Gold (M)"",""rating"":70.1,""par"":72,""slope"":131},{""name"":""Silver (M)"",""rating"":68.7,""par"":72,""slope"":123},{""name"":""Bronze (M)"",""rating"":69.3,""par"":73,""slope"":118}]",18,72,,,Public,http://sgcity.org
Sunbrook Golf Club The Point Woodbridge Course,Saint George,Utah,USA,37.09790761,-113.6291885,"[{""name"":""Black (M)"",""rating"":73.1,""par"":72,""slope"":133},{""name"":""Gold (M)"",""rating"":71.4,""par"":72,""slope"":129},{""name"":""Silver (M)"",""rating"":69.7,""par"":72,""slope"":125},{""name"":""Bronze (M)"",""rating"":70.2,""par"":73,""slope"":124}]",18,72,,,Public,http://sgcity.org
Sunbrook Golf Club Woodbridge Black Rock Course,Saint George,Utah,USA,37.10571154,-113.6398315,"[{""name"":""Black (M)"",""rating"":72.9,""par"":72,""slope"":132},{""name"":""Gold (M)"",""rating"":70.9,""par"":72,""slope"":130},{""name"":""Silver (M)"",""rating"":69.3,""par"":72,""slope"":123},{""name"":""Bronze (M)"",""rating"":69.4,""par"":72,""slope"":121}]",18,72,,,Public,http://sgcity.org
Suncadia Resort - Rope Rider Course,Cle Elum,Washington,USA,47.2086,-121.0189,"[{""name"":""Black"",""rating"":73,""par"":72,""slope"":132},{""name"":""Blue"",""rating"":70.8,""par"":72,""slope"":128},{""name"":""White"",""rating"":68.1,""par"":72,""slope"":120}]",18,72,73.5,135,Public,
Suncadia Resort Prospector Course,Cle Elum,Washington,USA,47.21583708,-121.0080099,[],18,72,,,Public,http://suncadiaresort.com
Suncoast Collegiate Links,Gainesville,Florida,USA,29.6516,-82.3248,[],18,72,73.1,130,Public,
Suncoast Golf Center,Sarasota,Florida,USA,27.4027271,-82.5455474,[],9,27,,,Public,http://www.suncoastgolfcenter.com/
Suncoast Resort Course,Miami,Florida,USA,25.7617,-80.1918,"[{""name"":""Resort"",""rating"":72.5,""par"":71,""slope"":130},{""name"":""Blue"",""rating"":70.2,""par"":71,""slope"":125},{""name"":""White"",""rating"":68,""par"":71,""slope"":118}]",18,72,74.2,140,Public,
Suncrest Country Club,Palm Desert,California,USA,33.7615847,-116.3836817,[],9,33,,,Semi-Private,http://suncrestcountryclub.net/
Suncrest Golf Course,Butler,Pennsylvania,USA,40.74577356,-79.93131995,[],18,72,,,Public,http://www.suncrestgolf.com
Sundale Country Club,Bakersfield,California,USA,35.3441116,-119.0699584,[],18,72,,,Semi-Private,https://www.sundalecc.net/
Sundance,Torch Lake Township,Michigan,USA,45.0249176,-85.344953,[],18,72,,,Public,
Sundance Golf Banquet Bowl,Dayton,Minnesota,USA,45.1607947,-93.4770582,[],9,34,,,Public,http://sundanceentertainment.com/
Sundance Golf Club,Buckeye,Arizona,USA,33.43794148,-112.5397289,[],18,72,,,Public,http://sundancegolfaz.com
Sundance Golf Club,Sundance,Wyoming,USA,44.41006214,-104.3626087,"[{""name"":""Men (M)"",""rating"":null,""par"":35,""slope"":105},{""name"":""Ladies (M)"",""rating"":null,""par"":35,""slope"":107}]",9,35,,,Semi-Private,http://sundancecountryclub.com/
Sundance Golf Course,Nine Mile Falls,Washington,USA,47.74678407,-117.5082071,[],18,70,,,Public,http://www.sundancegc.com
Sunday River Golf Club,Newry,Maine,USA,44.4776,-70.8542,"[{""name"":""Black"",""rating"":75.5,""par"":72,""slope"":147},{""name"":""Blue"",""rating"":72.9,""par"":72,""slope"":140},{""name"":""White"",""rating"":70.2,""par"":72,""slope"":133}]",18,72,75.5,151,Public,
Sundown Golf Country Club,Bainbridge,New York,USA,42.39091226,-75.46444697,[],9,36,,,Public,http://www.golflink.com/golf-courses/course.aspx?course=833645
